OBJECTNUMMER;PROJECTID;PROJECTNAAM;JAARBOUW;JAAROPL;OPDRACHTGEVER;ARCHITECT;PROJECTTYPE;WEBSITE;FASE_ID;FASE;HUUR_SOC;HUUR_MIDDEL;HUUR_DUUR;KOOP;ONBEKEND_HUURKOOP;EENGEZINS;APP;ONBEKEND_EENAPP;STUDJONG;TOTAAL_BRUTO;VERVANGING;TOTAAL_NETTO;STADSDEEL_CODE;GEBIED_CODE;COORDS;LNG;LAT;
1051;"2198 01";"Beursstraat / Warmoesstraat";2017;2018;"Particulier";"Eigen beheer";"Functiewijziging";"";"6";"In aanbouw";0;0;0;18;0;0;18;0;0;18;0;18;A;DX01;"POLYGON((4.89687 52.374504,4.896629 52.374589,4.896373 52.374677,4.896305 52.374638,4.896309 52.374634,4.896268 52.374612,4.89649 52.37453,4.896776 52.374435,4.89687 52.374504))";"4,896569";"52,374556";
1052;"2199 01";"Herengracht 410-412";2017;2018;"Particulier";"Architectenbureau J. van Stigt bv";"Functiewijziging";"";"6";"In aanbouw";0;0;28;0;0;0;28;0;0;28;0;28;A;DX02;"POLYGON((4.887336 52.367017,4.887215 52.367089,4.887212 52.367087,4.887179 52.367104,4.887098 52.367151,4.886949 52.367056,4.886995 52.36703,4.886938 52.366993,4.886893 52.367019,4.886814 52.366969,4.886891 52.366926,4.886885 52.366921,4.886917 52.366902,4.886971 52.366937,4.887069 52.366882,4.887018 52.366846,4.887052 52.366828,4.887336 52.367017))";"4,887075";"52,3669895";
1053;"2200 01";"Karel du Jardinstraat 61-67";2018;2019;"Caransa Groep";"";"Functiewijziging";"";"5";"Investeringsbesluit genomen";0;53;0;0;0;0;53;0;0;53;0;53;K;DX12;"POLYGON((4.897277 52.351769,4.897239 52.351871,4.897207 52.35196,4.896861 52.351911,4.896858 52.35192,4.896811 52.351914,4.896816 52.351905,4.896723 52.351892,4.896717 52.351907,4.896613 52.351893,4.896606 52.351912,4.895989 52.351826,4.895978 52.351857,4.895889 52.351844,4.896 52.35159,4.897277 52.351769))";"4,896583";"52,351775";
1054;"1547 06";"Erasmusblokken (ZV4b)";2018;2019;"Stadgenoot";"";"Vervanging";"";"5";"Investeringsbesluit genomen";0;72;0;0;0;0;72;0;0;72;-70;2;E;DX04;"MULTIPOLYGON(((4.841246 52.37652,4.84101 52.376558,4.840772 52.375998,4.841012 52.375958,4.841246 52.37652)),((4.840793 52.37659,4.840557 52.376629,4.840322 52.376067,4.840549 52.376031,4.840793 52.37659)))";"4,840784";"52,3762935";
1055;"2201 01";"Kloveniersburgwal/Groenburgwal";2017;2018;"Particulier";"Eigen beheer";"Functiewijziging";"";"6";"In aanbouw";0;0;11;0;0;0;11;0;0;11;0;11;A;DX02;"POLYGON((4.898239 52.369063,4.898138 52.369098,4.898186 52.369151,4.898121 52.369173,4.898134 52.369188,4.897884 52.369272,4.897595 52.369369,4.897588 52.369358,4.897614 52.36935,4.8976 52.369334,4.897573 52.369344,4.89757 52.369342,4.897514 52.369281,4.897757 52.369201,4.897716 52.369154,4.898079 52.369031,4.898109 52.369067,4.898211 52.369032,4.898239 52.369063))";"4,8978765";"52,3692";
1056;"2202 01";"Scheldeplein 1-5 Oplagen";2018;2019;"Caransa Groep";"Dok Architecten";"Functiewijziging";"";"5";"Investeringsbesluit genomen";0;0;9;0;0;0;9;0;0;9;0;9;K;DX12;"POLYGON((4.892238 52.344251,4.892175 52.34442,4.89209 52.344645,4.8913 52.344534,4.89128 52.344515,4.891324 52.344401,4.891297 52.344397,4.891399 52.344132,4.892111 52.344232,4.892097 52.344268,4.892161 52.344277,4.892175 52.344242,4.892238 52.344251))";"4,891759";"52,3443885";
1057;"2203 01";"Paalbergweg 42";2018;2018;"Particulier";"";"Functiewijziging";"";"5";"Investeringsbesluit genomen";35;0;0;0;0;0;35;0;0;35;0;35;T;DX20;"POLYGON((4.954729 52.298722,4.954619 52.298842,4.954269 52.298721,4.954378 52.298602,4.954729 52.298722),(4.954514 52.298709,4.954487 52.298739,4.954614 52.298779,4.954639 52.298752,4.954514 52.298709),(4.954362 52.298653,4.954332 52.298686,4.954427 52.298719,4.954457 52.298686,4.954362 52.298653))";"4,954499";"52,298722";
1058;"2204 01";"Stadhouderskade 123";2017;2018;"Particulier";"";"Functiewijziging";"";"6";"In aanbouw";0;0;9;0;0;0;9;0;0;9;0;9;K;DX12;"POLYGON((4.89963 52.357603,4.899556 52.357751,4.89953 52.357745,4.899463 52.357731,4.899528 52.357584,4.89963 52.357603))";"4,8995465";"52,3576675";
1059;"2205 01";"Zuiderakerweg 15B";2017;2018;"Particulier";"Eigen beheer";"Vervanging";"";"6";"In aanbouw";0;0;0;1;0;1;0;0;0;1;-1;0;F;DX08;"POLYGON((4.792391 52.348998,4.792275 52.349045,4.792199 52.348972,4.792307 52.348924,4.792391 52.348998))";"4,792295";"52,3489845";
1060;"2206 01";"Jonge Roelensteeg 2A/2B";2017;2018;"Particulier";"Eigen beheer";"Functiewijziging";"";"6";"In aanbouw";0;0;2;0;0;0;2;0;0;2;0;2;A;DX01;"POLYGON((4.891754 52.372145,4.891716 52.372245,4.891581 52.372223,4.891629 52.372126,4.891754 52.372145))";"4,8916675";"52,3721855";
1061;"2207 01";"Naritaweg 139-149";2017;2018;"Stuworld";"";"Functiewijziging";"";"6";"In aanbouw";0;73;0;0;0;0;73;0;0;73;0;73;F;DX06;"POLYGON((4.833635 52.387082,4.833628 52.387381,4.833624 52.387381,4.833406 52.387377,4.833409 52.3872,4.833366 52.387216,4.833143 52.387214,4.833144 52.387078,4.833635 52.387082))";"4,833389";"52,3872295";
1062;"2208 01";"Sarphatistraat 11";2017;2018;"Particulier";"Eigen beheer";"Functiewijziging";"";"6";"In aanbouw";0;0;4;0;0;0;4;0;0;4;0;4;A;DX02;"POLYGON((4.902409 52.360313,4.902308 52.36055,4.902286 52.360546,4.902329 52.360435,4.902255 52.360423,4.90224 52.360456,4.902215 52.360452,4.90228 52.360293,4.902409 52.360313))";"4,902312";"52,3604215";
1063;"2209 01";"Schippersstraat 14";2017;2018;"Particulier";"Eigen beheer";"Functiewijziging";"";"6";"In aanbouw";0;0;1;0;0;0;1;0;0;1;0;1;A;DX02;"POLYGON((4.905557 52.373391,4.905348 52.373508,4.905303 52.373478,4.905511 52.373361,4.905557 52.373391))";"4,90543";"52,3734345";
1064;"2210 01";"Geldersekade 116";2017;2018;"Particulier";"Eigen beheer";"Functiewijziging";"";"6";"In aanbouw";0;2;0;0;0;0;2;0;0;2;0;2;A;DX01;"POLYGON((4.900552 52.373446,4.900457 52.373475,4.9004 52.373493,4.900372 52.373459,4.900533 52.373409,4.900552 52.373446))";"4,900462";"52,373451";
1065;"2211 01";"Keizersgracht 606";2017;2017;"Particulier";"Eigen beheer";"Functiewijziging";"";"6";"In aanbouw";0;0;4;0;0;0;4;0;0;4;0;4;A;DX02;"POLYGON((4.890063 52.363937,4.889956 52.363952,4.889863 52.363698,4.889946 52.363687,4.889938 52.363667,4.889963 52.363664,4.890006 52.363782,4.889956 52.363789,4.889969 52.363824,4.890019 52.363817,4.890063 52.363937))";"4,889963";"52,363808";
1066;"0390 02";"De Zeven Smarten 2";2017;2017;"HVO-Querido";"Eigen beheer";"Functiewijziging";"";"7";"Opgeleverd";10;0;0;0;0;0;10;0;0;10;0;10;F;DX06;"POLYGON((4.798735 52.37936,4.798732 52.379419,4.798684 52.379421,4.798214 52.379413,4.798218 52.379349,4.798735 52.37936))";"4,7984745";"52,379385";
1067;"2213 01";"Spuistr. 3 / NZ Voorburgwal 28";2017;2018;"Particulier";"Eigen beheer";"Functiewijziging";"";"6";"In aanbouw";0;0;8;0;0;0;8;0;0;8;0;8;A;DX01;"POLYGON((4.894524 52.376992,4.894372 52.377071,4.89423 52.377129,4.894089 52.377059,4.894419 52.376936,4.894524 52.376992))";"4,8943065";"52,3770325";
1068;"1270 07";"Lelylaan ~ Het Podium kavel E";2020;2021;"";"";"Inbreiding";"";"5";"Investeringsbesluit genomen";0;0;84;0;0;0;84;0;0;84;0;84;F;DX09;"POLYGON((4.839231 52.357648,4.838374 52.357644,4.838387 52.35739,4.839234 52.357398,4.839231 52.357648))";"4,838804";"52,357519";
1069;"1270 06";"Lelylaan ~ Het Podium kavel D";2020;2022;"";"";"Inbreiding";"";"5";"Investeringsbesluit genomen";0;0;116;0;0;0;116;0;0;116;0;116;F;DX09;"POLYGON((4.838364 52.357642,4.83657 52.357625,4.836576 52.357434,4.838359 52.357452,4.838364 52.357642))";"4,837467";"52,357538";
1070;"1270 05";"Lelylaan ~ Het Podium kavel C";2020;2022;"";"";"Inbreiding";"";"5";"Investeringsbesluit genomen";0;0;39;0;0;0;39;0;0;39;0;39;F;DX09;"POLYGON((4.838262 52.357231,4.83826 52.357319,4.837538 52.357311,4.837538 52.357306,4.837359 52.357303,4.837357 52.357325,4.837367 52.357326,4.837374 52.357358,4.837374 52.357384,4.837361 52.357428,4.837295 52.357426,4.837286 52.357383,4.837287 52.357357,4.837295 52.357325,4.837305 52.357325,4.837307 52.357303,4.837127 52.357301,4.837127 52.357307,4.836584 52.357301,4.836586 52.357213,4.836793 52.357215,4.836793 52.357212,4.836849 52.357212,4.836849 52.357216,4.837205 52.357219,4.837208 52.357165,4.83718 52.357161,4.837243 52.356999,4.837238 52.356989,4.837249 52.356982,4.837266 52.356986,4.837278 52.357014,4.837441 52.357014,4.837494 52.357165,4.837466 52.357168,4.837464 52.357222,4.838026 52.357228,4.838026 52.357225,4.838082 52.357226,4.838082 52.357229,4.838211 52.35723,4.838262 52.357231))";"4,837423";"52,357205";
1071;"2212 01";"David Ricardostraat 2-4";2018;2020;"Particulier";"";"Functiewijziging";"";"5";"Investeringsbesluit genomen";0;0;0;0;290;0;290;0;0;290;0;290;F;DX08;"MULTIPOLYGON(((4.827197 52.341823,4.827187 52.342155,4.82716 52.342154,4.827157 52.342211,4.827129 52.342213,4.827134 52.342231,4.826824 52.342259,4.826809 52.342264,4.826807 52.342261,4.8267 52.342271,4.826714 52.342226,4.826578 52.34221,4.826584 52.342191,4.82672 52.342207,4.826719 52.342197,4.826723 52.342197,4.82674 52.342145,4.826736 52.342145,4.826736 52.342136,4.826743 52.342137,4.826747 52.342128,4.826739 52.342128,4.826818 52.341869,4.826725 52.341858,4.826709 52.341908,4.826654 52.341902,4.826657 52.341895,4.826032 52.341824,4.826031 52.34183,4.825952 52.341822,4.825945 52.341844,4.825935 52.341842,4.82588 52.342024,4.82589 52.342025,4.825884 52.342047,4.825963 52.342056,4.82596 52.342063,4.826601 52.342136,4.826561 52.342264,4.825667 52.342162,4.825682 52.341679,4.825656 52.341678,4.825659 52.34156,4.825884 52.341563,4.82588 52.341674,4.827082 52.341811,4.827197 52.341823)),((4.825775 52.34155,4.825767 52.34155,4.825769 52.341544,4.825775 52.341545,4.825775 52.34155)))";"4,8264265";"52,3419075";
1072;"2214 01";"Rijnstraat/Vechtstraat";2018;2019;"De Alliantie Amsterdam";"";"Functiewijziging";"";"5";"Investeringsbesluit genomen";37;0;0;0;0;0;37;0;0;37;0;37;K;DX12;"POLYGON((4.906936 52.344152,4.906854 52.344371,4.906845 52.344396,4.906784 52.344388,4.906773 52.344412,4.906641 52.344394,4.9067 52.344238,4.906684 52.344237,4.906674 52.344228,4.906681 52.344209,4.90663 52.344201,4.906621 52.344223,4.906571 52.344216,4.906562 52.344241,4.906501 52.344232,4.90651 52.344208,4.906466 52.344202,4.906475 52.344178,4.906425 52.344171,4.906401 52.344231,4.906418 52.344236,4.906391 52.344307,4.906211 52.344282,4.906293 52.344062,4.906936 52.344152))";"4,9065735";"52,344237";
1073;"2215 01";"Keizersgracht 395-397";2017;2018;"Particulier";"Eigen beheer";"Functiewijziging";"";"6";"In aanbouw";0;0;6;0;0;0;6;0;0;6;0;6;A;DX01;"POLYGON((4.885205 52.367727,4.885168 52.367729,4.885169 52.367759,4.884801 52.367772,4.884797 52.367724,4.885204 52.367708,4.885205 52.367727))";"4,885001";"52,36774";
1074;"2216 01";"Warmoesstraat 48";2017;2018;"Particulier";"";"Functiewijziging";"";"6";"In aanbouw";0;0;25;0;0;0;25;0;0;25;0;25;A;DX01;"POLYGON((4.898434 52.375584,4.898073 52.375733,4.897839 52.375579,4.89821 52.375434,4.898434 52.375584))";"4,8981365";"52,3755835";
1075;"2217 01";"Tollensstraat 65";2017;2018;"Particulier";"Eigen beheer";"Functiewijziging";"";"6";"In aanbouw";0;5;0;0;0;0;5;0;0;5;0;5;E;DX05;"POLYGON((4.8696 52.366726,4.869569 52.366775,4.869391 52.366726,4.869424 52.366678,4.8696 52.366726))";"4,8694955";"52,3667265";
1076;"1443 04";"Briljant (blok D)";2018;2019;"Nieuwer-Amstel";"Vera Yanovshtchinsky Arch.";"Functiewijziging";"";"5";"Investeringsbesluit genomen";0;0;0;16;0;0;16;0;0;16;0;16;K;DX12;"POLYGON((4.906567 52.353937,4.906439 52.354107,4.906278 52.354062,4.906309 52.354017,4.906065 52.353946,4.906136 52.353854,4.9064 52.353927,4.906422 52.353897,4.906567 52.353937))";"4,906316";"52,3539805";
1077;"1945 07";"Cruquius fase 3 Sigma-locatie";2018;2019;"Amvest Vastgoed";"";"Functiewijziging";"";"5";"Investeringsbesluit genomen";18;25;0;36;0;0;79;0;0;79;0;79;M;DX14;"POLYGON((4.953447 52.368148,4.953329 52.368187,4.952923 52.368084,4.952407 52.368026,4.952132 52.368028,4.951737 52.367606,4.95345 52.367611,4.953447 52.368148))";"4,9525935";"52,3678965";
1078;"1945 08";"Cruquius fase 3 Binnenbocht";2018;2020;"Amvest Vastgoed";"Loof & van Stigt Architecten (LEVS)";"Functiewijziging";"";"5";"Investeringsbesluit genomen";19;0;42;60;0;0;121;0;0;121;0;121;M;DX14;"POLYGON((4.954356 52.369334,4.954316 52.369807,4.95365 52.369717,4.953713 52.36936,4.95368 52.36912,4.954076 52.368837,4.954356 52.369334))";"4,954003";"52,369322";
1079;"2219 01";"Archimedesplantsoen";2019;2021;"";"";"Functiewijziging";"";"5";"Investeringsbesluit genomen";20;20;0;0;0;0;40;0;0;40;0;40;M;DX15;"POLYGON((4.947855 52.352904,4.947522 52.353053,4.946919 52.35273,4.947306 52.352488,4.947697 52.352721,4.947671 52.352735,4.947855 52.352904))";"4,947387";"52,3527705";
1080;"1443 05";"Asschergebouw";2018;2019;"Zuider Vastgoed";"Villanova Architecten";"Functiewijziging";"";"5";"Investeringsbesluit genomen";0;0;0;12;0;0;12;0;0;12;0;12;K;DX12;"POLYGON((4.906236 52.353142,4.90623 52.353153,4.906216 52.35315,4.906163 52.353227,4.906075 52.353205,4.90607 52.353209,4.905974 52.353184,4.905977 52.35318,4.905156 52.352975,4.90498 52.352932,4.905114 52.352728,4.90529 52.352771,4.905226 52.35287,4.906236 52.35312,4.906224 52.35314,4.906236 52.353142))";"4,905608";"52,3529775";
1081;"2220 01";"Weteringschans 84C-D";2017;2018;"Particulier";"Eigen beheer";"Functiewijziging";"";"6";"In aanbouw";0;0;4;0;0;0;4;0;0;4;0;4;A;DX02;"POLYGON((4.894457 52.35934,4.894369 52.359345,4.894351 52.359221,4.894439 52.359216,4.894457 52.35934))";"4,894404";"52,3592805";
1082;"2221 01";"Rapenburgerstraat 73";2017;2018;"Boelens de Gruyter";"";"Functiewijziging";"";"6";"In aanbouw";0;0;28;0;0;0;28;0;0;28;0;28;A;DX02;"POLYGON((4.90872 52.369111,4.908612 52.369213,4.908532 52.369286,4.908253 52.369174,4.908477 52.368963,4.908672 52.369093,4.908678 52.369089,4.908692 52.3691,4.90872 52.369111))";"4,9084865";"52,3691245";
1083;"2222 01";"Egelantiersstraat 128";2017;2018;"Particulier";"Eigen beheer";"Functiewijziging";"";"6";"In aanbouw";0;0;4;0;0;0;4;0;0;4;0;4;A;DX01;"POLYGON((4.881959 52.376609,4.881935 52.376653,4.881918 52.376683,4.881779 52.376655,4.881821 52.376579,4.881959 52.376609))";"4,881869";"52,376631";
1084;"2223 01";"Roemer Visscherstraat 11";2017;2017;"Particulier";"Eigen beheer";"Functiewijziging";"";"7";"Opgeleverd";0;0;7;0;0;0;7;0;0;7;0;7;E;DX05;"POLYGON((4.878151 52.36146,4.878059 52.361581,4.877965 52.361554,4.878056 52.361433,4.878151 52.36146))";"4,878058";"52,361507";
1085;"1479 01";"BSH k1b Klaprozenweg";2025;2026;"";"";"Functiewijziging";"";"5";"Investeringsbesluit genomen";0;0;0;0;19;0;0;19;0;19;0;19;N;DX18;"POLYGON((4.902787 52.40002,4.902104 52.400282,4.9016 52.399793,4.902286 52.39953,4.902787 52.40002))";"4,9021935";"52,399906";
1086;"1479 05";"BSH k47 Nedcoat fase 1 blok A3";2018;2019;"De Alliantie Amsterdam";"";"Functiewijziging";"";"5";"Investeringsbesluit genomen";42;0;0;0;0;0;42;0;0;42;0;42;N;DX18;"POLYGON((4.899975 52.394617,4.89952 52.394793,4.899367 52.394651,4.899614 52.394553,4.899422 52.394367,4.899637 52.394286,4.899975 52.394617))";"4,899671";"52,3945395";
1087;"1479 06";"BSH k47 PO A4-6 en A9-14";2018;2019;"PO (Particuler Opdr.schap)";"diverse";"Functiewijziging";"";"5";"Investeringsbesluit genomen";0;0;0;9;0;9;0;0;0;9;0;9;N;DX18;"POLYGON((4.899519 52.394173,4.899368 52.394229,4.899451 52.394306,4.898922 52.394507,4.898769 52.394377,4.898477 52.394506,4.898234 52.394261,4.898509 52.394154,4.898769 52.394377,4.899346 52.394145,4.899448 52.394104,4.899519 52.394173))";"4,8988765";"52,3943055";
1088;"1479 07";"BSH k48 Airproducts 1  blok B1";2018;2019;"De Alliantie Amsterdam";"";"Functiewijziging";"";"5";"Investeringsbesluit genomen";47;0;0;0;0;0;47;0;0;47;0;47;N;DX18;"POLYGON((4.900827 52.394294,4.900163 52.394544,4.899865 52.394259,4.900065 52.394179,4.900222 52.394324,4.900675 52.39414,4.900827 52.394294))";"4,900346";"52,394342";
1089;"1479 09";"BSH k48 Airproducts blok B4";2018;2019;"De Alliantie Amsterdam";"Zecc Architecten bv";"Functiewijziging";"";"5";"Investeringsbesluit genomen";49;0;0;0;0;0;49;0;0;49;0;49;N;DX18;"POLYGON((4.901671 52.393971,4.901243 52.394126,4.900912 52.393799,4.901333 52.393633,4.901671 52.393971))";"4,9012915";"52,3938795";
1090;"1479 10";"BSH k48 PO B16-22";2018;2019;"PO (Particuler Opdr.schap)";"diverse";"Functiewijziging";"";"5";"Investeringsbesluit genomen";0;0;0;7;0;7;0;0;0;7;0;7;N;DX18;"POLYGON((4.900484 52.393956,4.899821 52.394214,4.899638 52.394036,4.899779 52.393979,4.900299 52.393772,4.900484 52.393956))";"4,900061";"52,393993";
1091;"1479 11";"BSH k48 Kaai|01 (B15)";2018;2019;"De Alliantie Amsterdam";"Studioninedots (HvdN)";"Functiewijziging";"";"5";"Investeringsbesluit genomen";0;0;0;37;0;0;37;0;0;37;0;37;N;DX18;"POLYGON((4.899782 52.393983,4.899638 52.394036,4.899401 52.393807,4.899646 52.393714,4.899745 52.39381,4.899645 52.393851,4.899782 52.393983))";"4,8995915";"52,393875";
1092;"2224 01";"Pieter Calandlaan 5-7";2018;2020;"Nobillon Vastgoed bv";"";"Functiewijziging";"";"5";"Investeringsbesluit genomen";0;0;0;0;83;0;83;0;0;83;0;83;F;DX09;"POLYGON((4.830856 52.355598,4.830846 52.355974,4.830841 52.35614,4.830615 52.356138,4.830623 52.35584,4.830611 52.355839,4.830619 52.355816,4.830625 52.355817,4.83063 52.355595,4.830856 52.355598))";"4,8307335";"52,3558675";
1093;"2225 01";"Hobbemakade 31";2018;2019;"Kondor-Wessels Amsterdam Proj. ontw. bv";"";"Functiewijziging";"";"5";"Investeringsbesluit genomen";0;0;0;28;0;0;28;0;0;28;0;28;K;DX10;"POLYGON((4.886101 52.356449,4.886081 52.356687,4.886074 52.356687,4.886082 52.356788,4.885267 52.3568,4.885243 52.356709,4.885428 52.356706,4.885444 52.35642,4.886102 52.356439,4.886101 52.356449),(4.885571 52.356514,4.885561 52.356695,4.885557 52.356695,4.885557 52.356705,4.885937 52.356699,4.885936 52.356682,4.885927 52.356682,4.885942 52.356522,4.885571 52.356514))";"4,8856725";"52,35661";
1094;"2226 01";"Jan van Goyenkade 7";2017;2017;"Particulier";"Eigen beheer";"Functiewijziging";"";"6";"In aanbouw";0;0;4;0;0;0;4;0;0;4;0;4;K;DX10;"POLYGON((4.868653 52.352015,4.868575 52.352133,4.868565 52.35215,4.868426 52.352113,4.86852 52.351981,4.868545 52.351977,4.868574 52.351984,4.868583 52.351997,4.868653 52.352015))";"4,8685395";"52,3520635";
1095;"2227 01";"Jan van Goyenkade 9";2017;2017;"Particulier";"Eigen beheer";"Functiewijziging";"";"6";"In aanbouw";0;0;1;0;0;0;1;0;0;1;0;1;K;DX10;"POLYGON((4.868385 52.351945,4.868293 52.352077,4.86823 52.352061,4.868222 52.352073,4.868149 52.352053,4.868157 52.352042,4.868091 52.352024,4.868182 52.351893,4.8682 52.351889,4.868229 52.351892,4.868241 52.351899,4.868246 52.351909,4.868385 52.351945))";"4,868238";"52,351983";
1096;"2228 01";"Sophialaan 19  (Kon.weg 180)";2017;2018;"Particulier";"Eigen beheer";"Functiewijziging";"";"6";"In aanbouw";0;0;5;0;0;0;5;0;0;5;0;5;K;DX10;"POLYGON((4.859486 52.352335,4.859414 52.352442,4.859312 52.352417,4.859384 52.352309,4.859486 52.352335))";"4,859399";"52,3523755";
1097;"2229 01";"Hettenheuvelweg 18A";2017;2018;"Particulier";"Eigen beheer";"Functiewijziging";"";"6";"In aanbouw";0;0;1;0;0;0;1;0;0;1;0;1;T;DX20;"POLYGON((4.945721 52.304112,4.945435 52.304426,4.944908 52.304245,4.944968 52.304178,4.944941 52.304169,4.945068 52.30403,4.945122 52.304049,4.945186 52.303981,4.94513 52.303961,4.945166 52.303921,4.945721 52.304112))";"4,9453145";"52,3041735";
1098;"2038 02";"Barajasblokken Opl";2017;2018;"Stuworld";"";"Functiewijziging";"";"6";"In aanbouw";0;42;0;0;0;0;42;0;0;42;0;42;F;DX06;"MULTIPOLYGON(((4.833643 52.386611,4.833642 52.38666,4.833619 52.38666,4.833617 52.386729,4.833533 52.386729,4.833532 52.386788,4.833616 52.386788,4.833615 52.386858,4.833638 52.386858,4.833637 52.386907,4.833152 52.386904,4.833154 52.386785,4.833222 52.386785,4.833222 52.386767,4.833185 52.386767,4.833185 52.386745,4.833223 52.386745,4.833223 52.386726,4.833156 52.386726,4.833158 52.386607,4.833643 52.386611)),((4.83365 52.386186,4.833648 52.386304,4.833581 52.386304,4.83358 52.386323,4.833618 52.386323,4.833618 52.386345,4.83358 52.386345,4.83358 52.386364,4.833647 52.386364,4.833645 52.386481,4.833161 52.386478,4.833162 52.38643,4.833185 52.38643,4.833186 52.386361,4.833271 52.386361,4.833272 52.386302,4.833187 52.386301,4.833189 52.386231,4.833166 52.386231,4.833167 52.386183,4.83365 52.386186)))";"4,833401";"52,386545";
1099;"2061 06";"Sloterdijk N3 blok 1 Open Up!";2019;2021;"Heijmans Projektontwikkeling";"NL Architects";"Inbreiding";"";"5";"Investeringsbesluit genomen";0;0;0;33;0;33;0;0;0;33;0;33;F;DX06;"POLYGON((4.834729 52.386894,4.834052 52.38689,4.834045 52.386597,4.834725 52.386594,4.834729 52.386894))";"4,834387";"52,386744";
1100;"2061 08";"Sloterdijk N3 blok 3 Open Up!";2019;2021;"Heijmans Projektontwikkeling";"NL Architects";"Inbreiding";"";"5";"Investeringsbesluit genomen";0;0;0;112;0;0;112;0;0;112;0;112;F;DX06;"POLYGON((4.835431 52.386897,4.834788 52.386894,4.834789 52.386463,4.835146 52.386461,4.835431 52.386897))";"4,8351095";"52,386679";
1101;"2061 07";"Sloterdijk Centrum k.N3 blok 2";2019;2021;"CPO (Collectief Part.Opdr.schap)";"";"Inbreiding";"";"5";"Investeringsbesluit genomen";0;0;0;22;0;0;22;0;0;22;0;22;F;DX06;"POLYGON((4.834425 52.386489,4.834041 52.386492,4.834034 52.386081,4.834424 52.386084,4.834425 52.386489))";"4,8342295";"52,3862865";
1102;"2061 09";"Sloterdijk N3 blok 4 Lab4you";2019;2021;"CPO (Collectief Part.Opdr.schap)";"";"Inbreiding";"";"5";"Investeringsbesluit genomen";0;0;0;30;0;0;30;0;0;30;0;30;F;DX06;"POLYGON((4.835089 52.386373,4.834502 52.386373,4.834508 52.386084,4.834903 52.386085,4.835089 52.386373))";"4,8347955";"52,3862285";
1103;"2061 13";"Sloterdijk Centrum k.O blok 8";2019;2022;"";"";"Inbreiding";"";"5";"Investeringsbesluit genomen";0;0;0;94;0;0;94;0;0;94;0;94;F;DX06;"POLYGON((4.836554 52.386559,4.836035 52.386556,4.83604 52.38621,4.836559 52.386213,4.836554 52.386559))";"4,836297";"52,3863845";
1104;"2061 14";"Sloterdijk Centrum k.O blok 9A";2019;2022;"";"";"Inbreiding";"";"5";"Investeringsbesluit genomen";0;0;0;23;0;0;23;0;0;23;0;23;F;DX06;"POLYGON((4.837065 52.386404,4.836731 52.386402,4.836734 52.386207,4.837068 52.386209,4.837065 52.386404))";"4,8368995";"52,3863055";
1105;"2061 15";"Sloterdijk Centrum k.O blok 9B";2020;2022;"";"";"Inbreiding";"";"5";"Investeringsbesluit genomen";123;0;0;0;0;0;123;0;0;123;0;123;F;DX06;"POLYGON((4.837543 52.386412,4.837209 52.386411,4.837211 52.386216,4.837546 52.386217,4.837543 52.386412))";"4,8373775";"52,386314";
1106;"2061 11";"Sloterdijk Centrum k.O blok 6";2019;2022;"";"";"Inbreiding";"";"5";"Investeringsbesluit genomen";0;0;0;32;0;0;32;0;0;32;0;32;F;DX06;"POLYGON((4.836551 52.386826,4.836217 52.386825,4.836219 52.38663,4.836554 52.386631,4.836551 52.386826))";"4,8363855";"52,386728";
1107;"2061 12";"Sloterdijk Centrum k.O blok 7";2022;2024;"CPO (Collectief Part.Opdr.schap)";"";"Inbreiding";"";"5";"Investeringsbesluit genomen";0;0;0;16;0;0;16;0;0;16;0;16;F;DX06;"POLYGON((4.837312 52.386808,4.836793 52.386805,4.836797 52.386459,4.837316 52.386462,4.837312 52.386808))";"4,8370545";"52,3866335";
1108;"2061 16";"Sloterdijk Centrum k.O blok 10";2019;2022;"Woonstichting de Key";"";"Inbreiding";"";"5";"Investeringsbesluit genomen";234;0;0;0;0;0;234;0;100;234;0;234;F;DX06;"POLYGON((4.837605 52.387018,4.837599 52.387504,4.837071 52.387498,4.837605 52.387018))";"4,837338";"52,387261";
1109;"2061 10";"Sloterdijk Centrum k.O blok 5";2019;2022;"";"";"Inbreiding";"";"5";"Investeringsbesluit genomen";0;0;248;0;0;0;248;0;0;248;0;248;F;DX06;"POLYGON((4.83707 52.386875,4.836651 52.387336,4.836224 52.386871,4.83707 52.386875))";"4,836647";"52,3871035";
1110;"2061 04";"Sloterdijk Centrum k.L midden";2023;2024;"";"";"Functiewijziging";"";"5";"Investeringsbesluit genomen";70;0;0;42;0;0;112;0;0;112;0;112;F;DX06;"POLYGON((4.841351 52.388501,4.84045 52.388497,4.840459 52.387773,4.841359 52.387777,4.841351 52.388501))";"4,8409045";"52,388137";
1111;"2061 05";"Sloterdijk Centrum k.L west";2024;2025;"";"";"Functiewijziging";"";"5";"Investeringsbesluit genomen";0;0;0;94;0;0;94;0;0;94;0;94;F;DX06;"POLYGON((4.840332 52.388498,4.839431 52.388494,4.83944 52.38777,4.840341 52.387774,4.840332 52.388498))";"4,839886";"52,388134";
